ID,Area_Name,Year,Sub_Group_Name,K_A_Cases_Reported
2360,Madhya Pradesh,2006,10. For Selling Bodyparts,0
2361,Maharashtra,2006,10. For Selling Bodyparts,0
2362,Manipur,2006,10. For Selling Bodyparts,0
2363,Meghalaya,2006,10. For Selling Bodyparts,0
2364,Mizoram,2006,10. For Selling Bodyparts,0
2365,Nagaland,2006,10. For Selling Bodyparts,0
2366,Odisha,2006,10. For Selling Bodyparts,0
2367,Tamil Nadu,2006,10. For Selling Bodyparts,0
2368,Uttar Pradesh,2006,10. For Selling Bodyparts,0
2369,West Bengal,2006,10. For Selling Bodyparts,0
2370,Andhra Pradesh,2007,10. For Selling Bodyparts,0
2371,Arunachal Pradesh,2007,10. For Selling Bodyparts,0
2372,Assam,2007,10. For Selling Bodyparts,0
2373,Bihar,2007,10. For Selling Bodyparts,0
2374,Chhattisgarh,2007,10. For Selling Bodyparts,0
2375,Gujarat,2007,10. For Selling Bodyparts,0
2376,Haryana,2007,10. For Selling Bodyparts,0
2377,Himachal Pradesh,2007,10. For Selling Bodyparts,0
2378,Jammu & Kashmir,2007,10. For Selling Bodyparts,0
2379,Karnataka,2007,10. For Selling Bodyparts,0
2380,Madhya Pradesh,2007,10. For Selling Bodyparts,0
2381,Maharashtra,2007,10. For Selling Bodyparts,0
2382,Manipur,2007,10. For Selling Bodyparts,0
2383,Meghalaya,2007,10. For Selling Bodyparts,0
2384,Mizoram,2007,10. For Selling Bodyparts,0
2385,Nagaland,2007,10. For Selling Bodyparts,0
2386,Odisha,2007,10. For Selling Bodyparts,0
2387,Tamil Nadu,2007,10. For Selling Bodyparts,0
2388,West Bengal,2007,10. For Selling Bodyparts,0
2389,Andhra Pradesh,2008,10. For Selling Bodyparts,0
2390,Arunachal Pradesh,2008,10. For Selling Bodyparts,0
2391,Assam,2008,10. For Selling Bodyparts,0
2392,Bihar,2008,10. For Selling Bodyparts,0
2393,Chhattisgarh,2008,10. For Selling Bodyparts,0
2394,Gujarat,2008,10. For Selling Bodyparts,0
2395,Haryana,2008,10. For Selling Bodyparts,0
2396,Himachal Pradesh,2008,10. For Selling Bodyparts,0
2397,Jammu & Kashmir,2008,10. For Selling Bodyparts,0
2398,Karnataka,2008,10. For Selling Bodyparts,0
2399,Madhya Pradesh,2008,10. For Selling Bodyparts,0
2400,Maharashtra,2008,10. For Selling Bodyparts,0
2401,Manipur,2008,10. For Selling Bodyparts,0
2402,Meghalaya,2008,10. For Selling Bodyparts,0
2403,Mizoram,2008,10. For Selling Bodyparts,0
2404,Nagaland,2008,10. For Selling Bodyparts,0
2405,Odisha,2008,10. For Selling Bodyparts,0
2406,Puducherry,2008,10. For Selling Bodyparts,0
2407,Tamil Nadu,2008,10. For Selling Bodyparts,0
2408,West Bengal,2008,10. For Selling Bodyparts,0
2409,Andhra Pradesh,2009,10. For Selling Bodyparts,0
2410,Arunachal Pradesh,2009,10. For Selling Bodyparts,0
2411,Assam,2009,10. For Selling Bodyparts,0
2412,Bihar,2009,10. For Selling Bodyparts,0
2413,Chandigarh,2009,10. For Selling Bodyparts,0
2414,Chhattisgarh,2009,10. For Selling Bodyparts,0
2415,Gujarat,2009,10. For Selling Bodyparts,0
2416,Haryana,2009,10. For Selling Bodyparts,0
2417,Himachal Pradesh,2009,10. For Selling Bodyparts,0
2418,Jammu & Kashmir,2009,10. For Selling Bodyparts,0
2419,Karnataka,2009,10. For Selling Bodyparts,0
2420,Madhya Pradesh,2009,10. For Selling Bodyparts,0
2421,Maharashtra,2009,10. For Selling Bodyparts,0
2422,Manipur,2009,10. For Selling Bodyparts,0
2423,Meghalaya,2009,10. For Selling Bodyparts,0
2424,Nagaland,2009,10. For Selling Bodyparts,0
2425,Odisha,2009,10. For Selling Bodyparts,0
2426,Tamil Nadu,2009,10. For Selling Bodyparts,0
2427,West Bengal,2009,10. For Selling Bodyparts,0
2428,Andhra Pradesh,2010,10. For Selling Bodyparts,0
2429,Arunachal Pradesh,2010,10. For Selling Bodyparts,0
2430,Chhattisgarh,2010,10. For Selling Bodyparts,0
2431,Gujarat,2010,10. For Selling Bodyparts,0
2432,Haryana,2010,10. For Selling Bodyparts,10
2433,Himachal Pradesh,2010,10. For Selling Bodyparts,0
2434,Jammu & Kashmir,2010,10. For Selling Bodyparts,0
2435,Jharkhand,2010,10. For Selling Bodyparts,0
2436,Karnataka,2010,10. For Selling Bodyparts,0
2437,Kerala,2010,10. For Selling Bodyparts,0
2438,Madhya Pradesh,2010,10. For Selling Bodyparts,0
2439,Maharashtra,2010,10. For Selling Bodyparts,0
2440,Manipur,2010,10. For Selling Bodyparts,0
2441,Meghalaya,2010,10. For Selling Bodyparts,0
2442,Mizoram,2010,10. For Selling Bodyparts,0
2443,Nagaland,2010,10. For Selling Bodyparts,0
2444,Odisha,2010,10. For Selling Bodyparts,0
2445,Tamil Nadu,2010,10. For Selling Bodyparts,0
2446,West Bengal,2010,10. For Selling Bodyparts,0
2447,Andhra Pradesh,2001,11. For Slavery,0
2448,Arunachal Pradesh,2001,11. For Slavery,0
2449,Assam,2001,11. For Slavery,10
2450,Bihar,2001,11. For Slavery,0
2451,Chandigarh,2001,11. For Slavery,0
2452,Chhattisgarh,2001,11. For Slavery,0
2453,Delhi,2001,11. For Slavery,62
2454,Gujarat,2001,11. For Slavery,0
2455,Haryana,2001,11. For Slavery,0
2456,Himachal Pradesh,2001,11. For Slavery,0
2457,Jharkhand,2001,11. For Slavery,0
2458,Karnataka,2001,11. For Slavery,0
2459,Maharashtra,2001,11. For Slavery,0
2460,Meghalaya,2001,11. For Slavery,0
2461,Mizoram,2001,11. For Slavery,0
2462,Nagaland,2001,11. For Slavery,0
2463,Odisha,2001,11. For Slavery,0
2464,Tamil Nadu,2001,11. For Slavery,0
2465,Uttar Pradesh,2001,11. For Slavery,58
2466,West Bengal,2001,11. For Slavery,0
2467,Andhra Pradesh,2002,11. For Slavery,3
2468,Assam,2002,11. For Slavery,13
2469,Bihar,2002,11. For Slavery,0
2470,Chhattisgarh,2002,11. For Slavery,0
2471,Daman & Diu,2002,11. For Slavery,0
2472,Gujarat,2002,11. For Slavery,0
2473,Haryana,2002,11. For Slavery,0
2474,Himachal Pradesh,2002,11. For Slavery,0
2475,Jammu & Kashmir,2002,11. For Slavery,0
2476,Karnataka,2002,11. For Slavery,1
2477,Madhya Pradesh,2002,11. For Slavery,0
2478,Maharashtra,2002,11. For Slavery,0
2479,Meghalaya,2002,11. For Slavery,0
2480,Nagaland,2002,11. For Slavery,0
2481,Odisha,2002,11. For Slavery,0
2482,Punjab,2002,11. For Slavery,0
2483,Tamil Nadu,2002,11. For Slavery,0
2484,Tripura,2002,11. For Slavery,0
2485,Uttar Pradesh,2002,11. For Slavery,17
2486,West Bengal,2002,11. For Slavery,2
2487,Andhra Pradesh,2003,11. For Slavery,62
2488,Arunachal Pradesh,2003,11. For Slavery,0
2489,Assam,2003,11. For Slavery,0
2490,Bihar,2003,11. For Slavery,0
2491,Chandigarh,2003,11. For Slavery,0
2492,Chhattisgarh,2003,11. For Slavery,0
2493,Daman & Diu,2003,11. For Slavery,0
2494,Gujarat,2003,11. For Slavery,0
2495,Haryana,2003,11. For Slavery,0
2496,Himachal Pradesh,2003,11. For Slavery,0
2497,Jammu & Kashmir,2003,11. For Slavery,0
2498,Jharkhand,2003,11. For Slavery,0
2499,Karnataka,2003,11. For Slavery,0
2500,Madhya Pradesh,2003,11. For Slavery,1
2501,Maharashtra,2003,11. For Slavery,0
2502,Meghalaya,2003,11. For Slavery,0
2503,Nagaland,2003,11. For Slavery,0
2504,Odisha,2003,11. For Slavery,0
2505,Puducherry,2003,11. For Slavery,0
2506,Punjab,2003,11. For Slavery,0
2507,Tamil Nadu,2003,11. For Slavery,0
2508,Uttar Pradesh,2003,11. For Slavery,2
2509,West Bengal,2003,11. For Slavery,0
2510,Andhra Pradesh,2004,11. For Slavery,26
2511,Arunachal Pradesh,2004,11. For Slavery,0
2512,Assam,2004,11. For Slavery,33
2513,Bihar,2004,11. For Slavery,10
2514,Chhattisgarh,2004,11. For Slavery,0
2515,Gujarat,2004,11. For Slavery,0
2516,Himachal Pradesh,2004,11. For Slavery,0
2517,Karnataka,2004,11. For Slavery,0
2518,Madhya Pradesh,2004,11. For Slavery,0
2519,Maharashtra,2004,11. For Slavery,0
2520,Manipur,2004,11. For Slavery,0
2521,Meghalaya,2004,11. For Slavery,0
2522,Mizoram,2004,11. For Slavery,0
2523,Nagaland,2004,11. For Slavery,0
2524,Odisha,2004,11. For Slavery,1
2525,Punjab,2004,11. For Slavery,0
2526,Tamil Nadu,2004,11. For Slavery,1
2527,Tripura,2004,11. For Slavery,0
2528,Uttar Pradesh,2004,11. For Slavery,7
2529,West Bengal,2004,11. For Slavery,0
2530,Andhra Pradesh,2005,11. For Slavery,0
2531,Arunachal Pradesh,2005,11. For Slavery,0
2532,Assam,2005,11. For Slavery,0
2533,Bihar,2005,11. For Slavery,0
2534,Chandigarh,2005,11. For Slavery,0
2535,Chhattisgarh,2005,11. For Slavery,0
2536,Delhi,2005,11. For Slavery,1
2537,Gujarat,2005,11. For Slavery,0
2538,Haryana,2005,11. For Slavery,0
2539,Himachal Pradesh,2005,11. For Slavery,0
2540,Jammu & Kashmir,2005,11. For Slavery,0
2541,Jharkhand,2005,11. For Slavery,0
2542,Karnataka,2005,11. For Slavery,1
2543,Madhya Pradesh,2005,11. For Slavery,0
2544,Maharashtra,2005,11. For Slavery,1
2545,Manipur,2005,11. For Slavery,0
2546,Meghalaya,2005,11. For Slavery,0
2547,Mizoram,2005,11. For Slavery,0
2548,Nagaland,2005,11. For Slavery,0
2549,Odisha,2005,11. For Slavery,1
2550,Punjab,2005,11. For Slavery,1
2551,Tripura,2005,11. For Slavery,0
2552,Uttar Pradesh,2005,11. For Slavery,21
2553,West Bengal,2005,11. For Slavery,0
2554,Andhra Pradesh,2006,11. For Slavery,0
2555,Arunachal Pradesh,2006,11. For Slavery,0
2556,Assam,2006,11. For Slavery,0
2557,Bihar,2006,11. For Slavery,57
2558,Chhattisgarh,2006,11. For Slavery,0
2559,Gujarat,2006,11. For Slavery,0
2560,Himachal Pradesh,2006,11. For Slavery,0
2561,Jammu & Kashmir,2006,11. For Slavery,0
2562,Jharkhand,2006,11. For Slavery,16
2563,Karnataka,2006,11. For Slavery,0
2564,Madhya Pradesh,2006,11. For Slavery,0
2565,Maharashtra,2006,11. For Slavery,6
2566,Manipur,2006,11. For Slavery,0
2567,Meghalaya,2006,11. For Slavery,0
2568,Mizoram,2006,11. For Slavery,0
2569,Nagaland,2006,11. For Slavery,0
2570,Odisha,2006,11. For Slavery,3
2571,Sikkim,2006,11. For Slavery,1
2572,Tamil Nadu,2006,11. For Slavery,0
2573,Uttar Pradesh,2006,11. For Slavery,26
2574,West Bengal,2006,11. For Slavery,4
2575,Andhra Pradesh,2007,11. For Slavery,2
2576,Arunachal Pradesh,2007,11. For Slavery,0
2577,Assam,2007,11. For Slavery,0
2578,Bihar,2007,11. For Slavery,8
2579,Chhattisgarh,2007,11. For Slavery,0
2580,Gujarat,2007,11. For Slavery,0
2581,Haryana,2007,11. For Slavery,1
2582,Himachal Pradesh,2007,11. For Slavery,0
2583,Jammu & Kashmir,2007,11. For Slavery,0
2584,Karnataka,2007,11. For Slavery,1
2585,Madhya Pradesh,2007,11. For Slavery,0
2586,Maharashtra,2007,11. For Slavery,0
2587,Manipur,2007,11. For Slavery,0
2588,Meghalaya,2007,11. For Slavery,0
2589,Mizoram,2007,11. For Slavery,0
2590,Nagaland,2007,11. For Slavery,0
2591,Odisha,2007,11. For Slavery,0
2592,Tamil Nadu,2007,11. For Slavery,0
2593,Uttar Pradesh,2007,11. For Slavery,147
2594,West Bengal,2007,11. For Slavery,0
2595,Andhra Pradesh,2008,11. For Slavery,7
2596,Arunachal Pradesh,2008,11. For Slavery,0
2597,Assam,2008,11. For Slavery,6
2598,Bihar,2008,11. For Slavery,0
2599,Chhattisgarh,2008,11. For Slavery,0
2600,Gujarat,2008,11. For Slavery,0
2601,Haryana,2008,11. For Slavery,0
2602,Himachal Pradesh,2008,11. For Slavery,0
2603,Jammu & Kashmir,2008,11. For Slavery,0
2604,Jharkhand,2008,11. For Slavery,1
2605,Karnataka,2008,11. For Slavery,8
2606,Madhya Pradesh,2008,11. For Slavery,0
2607,Maharashtra,2008,11. For Slavery,0
2608,Manipur,2008,11. For Slavery,2
2609,Meghalaya,2008,11. For Slavery,0
2610,Mizoram,2008,11. For Slavery,0
2611,Nagaland,2008,11. For Slavery,0
2612,Odisha,2008,11. For Slavery,2
2613,Puducherry,2008,11. For Slavery,0
2614,Tamil Nadu,2008,11. For Slavery,0
2615,Uttar Pradesh,2008,11. For Slavery,94
2616,West Bengal,2008,11. For Slavery,0
2617,Andhra Pradesh,2009,11. For Slavery,3
2618,Arunachal Pradesh,2009,11. For Slavery,0
2619,Assam,2009,11. For Slavery,9
2620,Bihar,2009,11. For Slavery,5
2621,Chandigarh,2009,11. For Slavery,0
2622,Chhattisgarh,2009,11. For Slavery,0
2623,Gujarat,2009,11. For Slavery,1
2624,Haryana,2009,11. For Slavery,0
2625,Himachal Pradesh,2009,11. For Slavery,0
2626,Jammu & Kashmir,2009,11. For Slavery,0
2627,Karnataka,2009,11. For Slavery,0
2628,Madhya Pradesh,2009,11. For Slavery,0
2629,Maharashtra,2009,11. For Slavery,0
2630,Manipur,2009,11. For Slavery,0
2631,Meghalaya,2009,11. For Slavery,0
2632,Nagaland,2009,11. For Slavery,0
2633,Odisha,2009,11. For Slavery,0
2634,Tamil Nadu,2009,11. For Slavery,0
2635,Uttar Pradesh,2009,11. For Slavery,59
2636,West Bengal,2009,11. For Slavery,22
2637,Andhra Pradesh,2010,11. For Slavery,2
2638,Arunachal Pradesh,2010,11. For Slavery,0
2639,Bihar,2010,11. For Slavery,2
2640,Chhattisgarh,2010,11. For Slavery,0
2641,Gujarat,2010,11. For Slavery,0
2642,Himachal Pradesh,2010,11. For Slavery,0
2643,Jammu & Kashmir,2010,11. For Slavery,0
2644,Jharkhand,2010,11. For Slavery,0
2645,Karnataka,2010,11. For Slavery,0
2646,Kerala,2010,11. For Slavery,0
2647,Madhya Pradesh,2010,11. For Slavery,0
2648,Maharashtra,2010,11. For Slavery,0
2649,Manipur,2010,11. For Slavery,1
2650,Meghalaya,2010,11. For Slavery,0
2651,Mizoram,2010,11. For Slavery,0
2652,Nagaland,2010,11. For Slavery,0
2653,Odisha,2010,11. For Slavery,0
2654,Tamil Nadu,2010,11. For Slavery,0
2655,Uttar Pradesh,2010,11. For Slavery,37
2656,West Bengal,2010,11. For Slavery,6
2657,Andhra Pradesh,2001,12. For Unlawful Activity,164
2658,Arunachal Pradesh,2001,12. For Unlawful Activity,6
2659,Assam,2001,12. For Unlawful Activity,54
2660,Bihar,2001,12. For Unlawful Activity,18
2661,Chandigarh,2001,12. For Unlawful Activity,0
2662,Chhattisgarh,2001,12. For Unlawful Activity,0
2663,Delhi,2001,12. For Unlawful Activity,14
2664,Gujarat,2001,12. For Unlawful Activity,3
2665,Haryana,2001,12. For Unlawful Activity,21
2666,Himachal Pradesh,2001,12. For Unlawful Activity,0
2667,Jharkhand,2001,12. For Unlawful Activity,0
2668,Karnataka,2001,12. For Unlawful Activity,59
2669,Madhya Pradesh,2001,12. For Unlawful Activity,5
2670,Maharashtra,2001,12. For Unlawful Activity,47
2671,Meghalaya,2001,12. For Unlawful Activity,0
2672,Mizoram,2001,12. For Unlawful Activity,0
2673,Nagaland,2001,12. For Unlawful Activity,2
2674,Odisha,2001,12. For Unlawful Activity,17
2675,Puducherry,2001,12. For Unlawful Activity,1
2676,Punjab,2001,12. For Unlawful Activity,44
2677,Rajasthan,2001,12. For Unlawful Activity,5
2678,Tamil Nadu,2001,12. For Unlawful Activity,8
2679,Uttar Pradesh,2001,12. For Unlawful Activity,35
2680,West Bengal,2001,12. For Unlawful Activity,23
2681,Andhra Pradesh,2002,12. For Unlawful Activity,108
2682,Assam,2002,12. For Unlawful Activity,69
2683,Bihar,2002,12. For Unlawful Activity,19
2684,Chhattisgarh,2002,12. For Unlawful Activity,1
2685,Daman & Diu,2002,12. For Unlawful Activity,0
2686,Delhi,2002,12. For Unlawful Activity,16
2687,Gujarat,2002,12. For Unlawful Activity,0
2688,Haryana,2002,12. For Unlawful Activity,25
2689,Himachal Pradesh,2002,12. For Unlawful Activity,0
2690,Jammu & Kashmir,2002,12. For Unlawful Activity,0
2691,Karnataka,2002,12. For Unlawful Activity,59
2692,Madhya Pradesh,2002,12. For Unlawful Activity,21
2693,Maharashtra,2002,12. For Unlawful Activity,20
2694,Meghalaya,2002,12. For Unlawful Activity,0
2695,Nagaland,2002,12. For Unlawful Activity,4
2696,Odisha,2002,12. For Unlawful Activity,9
2697,Puducherry,2002,12. For Unlawful Activity,4
2698,Punjab,2002,12. For Unlawful Activity,49
2699,Sikkim,2002,12. For Unlawful Activity,3
2700,Tamil Nadu,2002,12. For Unlawful Activity,6
2701,Tripura,2002,12. For Unlawful Activity,0
2702,Uttar Pradesh,2002,12. For Unlawful Activity,7
2703,Uttarakhand,2002,12. For Unlawful Activity,5
2704,West Bengal,2002,12. For Unlawful Activity,19
2705,Andhra Pradesh,2003,12. For Unlawful Activity,319
2706,Arunachal Pradesh,2003,12. For Unlawful Activity,0
2707,Assam,2003,12. For Unlawful Activity,75
2708,Bihar,2003,12. For Unlawful Activity,49
2709,Chandigarh,2003,12. For Unlawful Activity,0
2710,Chhattisgarh,2003,12. For Unlawful Activity,1
2711,Daman & Diu,2003,12. For Unlawful Activity,0
2712,Delhi,2003,12. For Unlawful Activity,46
2713,Gujarat,2003,12. For Unlawful Activity,16
2714,Haryana,2003,12. For Unlawful Activity,15
2715,Himachal Pradesh,2003,12. For Unlawful Activity,0
2716,Jammu & Kashmir,2003,12. For Unlawful Activity,0
2717,Jharkhand,2003,12. For Unlawful Activity,13
2718,Karnataka,2003,12. For Unlawful Activity,40
2719,Kerala,2003,12. For Unlawful Activity,13
2720,Madhya Pradesh,2003,12. For Unlawful Activity,23
2721,Maharashtra,2003,12. For Unlawful Activity,24
2722,Meghalaya,2003,12. For Unlawful Activity,0
2723,Nagaland,2003,12. For Unlawful Activity,0
2724,Odisha,2003,12. For Unlawful Activity,11
2725,Punjab,2003,12. For Unlawful Activity,0
2726,Tamil Nadu,2003,12. For Unlawful Activity,28
2727,Uttar Pradesh,2003,12. For Unlawful Activity,5
2728,Uttarakhand,2003,12. For Unlawful Activity,2
2729,West Bengal,2003,12. For Unlawful Activity,27
2730,Andhra Pradesh,2004,12. For Unlawful Activity,174
2731,Arunachal Pradesh,2004,12. For Unlawful Activity,0
2732,Assam,2004,12. For Unlawful Activity,103
2733,Bihar,2004,12. For Unlawful Activity,158
2734,Chhattisgarh,2004,12. For Unlawful Activity,0
2735,Delhi,2004,12. For Unlawful Activity,14
2736,Gujarat,2004,12. For Unlawful Activity,5
2737,Haryana,2004,12. For Unlawful Activity,20
2738,Himachal Pradesh,2004,12. For Unlawful Activity,0
2739,Jammu & Kashmir,2004,12. For Unlawful Activity,9
2740,Jharkhand,2004,12. For Unlawful Activity,13
2741,Karnataka,2004,12. For Unlawful Activity,2
2742,Kerala,2004,12. For Unlawful Activity,16
2743,Madhya Pradesh,2004,12. For Unlawful Activity,5
2744,Maharashtra,2004,12. For Unlawful Activity,31
2745,Manipur,2004,12. For Unlawful Activity,38
2746,Meghalaya,2004,12. For Unlawful Activity,0
2747,Mizoram,2004,12. For Unlawful Activity,0
2748,Nagaland,2004,12. For Unlawful Activity,0
2749,Odisha,2004,12. For Unlawful Activity,16
2750,Puducherry,2004,12. For Unlawful Activity,2
2751,Punjab,2004,12. For Unlawful Activity,0
2752,Tamil Nadu,2004,12. For Unlawful Activity,10
2753,Tripura,2004,12. For Unlawful Activity,0
2754,Uttar Pradesh,2004,12. For Unlawful Activity,3
2755,Uttarakhand,2004,12. For Unlawful Activity,0
2756,West Bengal,2004,12. For Unlawful Activity,30
2757,Andhra Pradesh,2005,12. For Unlawful Activity,168
2758,Arunachal Pradesh,2005,12. For Unlawful Activity,0
2759,Assam,2005,12. For Unlawful Activity,89
2760,Bihar,2005,12. For Unlawful Activity,139
2761,Chandigarh,2005,12. For Unlawful Activity,0
2762,Chhattisgarh,2005,12. For Unlawful Activity,0
2763,Delhi,2005,12. For Unlawful Activity,5
2764,Gujarat,2005,12. For Unlawful Activity,18
2765,Haryana,2005,12. For Unlawful Activity,29
2766,Himachal Pradesh,2005,12. For Unlawful Activity,0
2767,Jammu & Kashmir,2005,12. For Unlawful Activity,5
2768,Jharkhand,2005,12. For Unlawful Activity,18
2769,Karnataka,2005,12. For Unlawful Activity,35
2770,Kerala,2005,12. For Unlawful Activity,1
2771,Madhya Pradesh,2005,12. For Unlawful Activity,11
2772,Maharashtra,2005,12. For Unlawful Activity,29
2773,Manipur,2005,12. For Unlawful Activity,0
2774,Meghalaya,2005,12. For Unlawful Activity,1
2775,Mizoram,2005,12. For Unlawful Activity,0
2776,Nagaland,2005,12. For Unlawful Activity,3
2777,Odisha,2005,12. For Unlawful Activity,24
2778,Punjab,2005,12. For Unlawful Activity,0
2779,Rajasthan,2005,12. For Unlawful Activity,15
2780,Tamil Nadu,2005,12. For Unlawful Activity,6
2781,Tripura,2005,12. For Unlawful Activity,0
2782,Uttar Pradesh,2005,12. For Unlawful Activity,0
2783,West Bengal,2005,12. For Unlawful Activity,13
2784,Andhra Pradesh,2006,12. For Unlawful Activity,96
2785,Arunachal Pradesh,2006,12. For Unlawful Activity,0
2786,Assam,2006,12. For Unlawful Activity,126
2787,Bihar,2006,12. For Unlawful Activity,57
2788,Chhattisgarh,2006,12. For Unlawful Activity,0
2789,Delhi,2006,12. For Unlawful Activity,3
2790,Gujarat,2006,12. For Unlawful Activity,0
2791,Haryana,2006,12. For Unlawful Activity,21
2792,Himachal Pradesh,2006,12. For Unlawful Activity,0
2793,Jammu & Kashmir,2006,12. For Unlawful Activity,8
2794,Jharkhand,2006,12. For Unlawful Activity,4
2795,Karnataka,2006,12. For Unlawful Activity,46
2796,Madhya Pradesh,2006,12. For Unlawful Activity,9
2797,Maharashtra,2006,12. For Unlawful Activity,26
2798,Manipur,2006,12. For Unlawful Activity,1
2799,Meghalaya,2006,12. For Unlawful Activity,0
2800,Mizoram,2006,12. For Unlawful Activity,0
2801,Nagaland,2006,12. For Unlawful Activity,0
2802,Odisha,2006,12. For Unlawful Activity,25
2803,Tamil Nadu,2006,12. For Unlawful Activity,15
2804,Uttar Pradesh,2006,12. For Unlawful Activity,0
2805,Uttarakhand,2006,12. For Unlawful Activity,1
2806,West Bengal,2006,12. For Unlawful Activity,110
2807,Andhra Pradesh,2007,12. For Unlawful Activity,95
2808,Arunachal Pradesh,2007,12. For Unlawful Activity,0
2809,Assam,2007,12. For Unlawful Activity,7
2810,Bihar,2007,12. For Unlawful Activity,19
2811,Chhattisgarh,2007,12. For Unlawful Activity,0
2812,Delhi,2007,12. For Unlawful Activity,9
2813,Gujarat,2007,12. For Unlawful Activity,0
2814,Haryana,2007,12. For Unlawful Activity,17
2815,Himachal Pradesh,2007,12. For Unlawful Activity,0
2816,Jammu & Kashmir,2007,12. For Unlawful Activity,4
2817,Jharkhand,2007,12. For Unlawful Activity,43
2818,Karnataka,2007,12. For Unlawful Activity,54
2819,Kerala,2007,12. For Unlawful Activity,10
2820,Madhya Pradesh,2007,12. For Unlawful Activity,9
2821,Maharashtra,2007,12. For Unlawful Activity,26
2822,Manipur,2007,12. For Unlawful Activity,2
2823,Meghalaya,2007,12. For Unlawful Activity,0
2824,Mizoram,2007,12. For Unlawful Activity,0
2825,Nagaland,2007,12. For Unlawful Activity,0
2826,Odisha,2007,12. For Unlawful Activity,30
2827,Puducherry,2007,12. For Unlawful Activity,5
2828,Sikkim,2007,12. For Unlawful Activity,1
2829,Tamil Nadu,2007,12. For Unlawful Activity,23
2830,Uttarakhand,2007,12. For Unlawful Activity,3
2831,West Bengal,2007,12. For Unlawful Activity,51
2832,Andhra Pradesh,2008,12. For Unlawful Activity,80
2833,Arunachal Pradesh,2008,12. For Unlawful Activity,3
2834,Assam,2008,12. For Unlawful Activity,6
2835,Bihar,2008,12. For Unlawful Activity,229
2836,Chhattisgarh,2008,12. For Unlawful Activity,1
2837,Delhi,2008,12. For Unlawful Activity,24
2838,Gujarat,2008,12. For Unlawful Activity,0
2839,Haryana,2008,12. For Unlawful Activity,18
2840,Himachal Pradesh,2008,12. For Unlawful Activity,0
2841,Jammu & Kashmir,2008,12. For Unlawful Activity,5
2842,Jharkhand,2008,12. For Unlawful Activity,2
2843,Karnataka,2008,12. For Unlawful Activity,48
2844,Kerala,2008,12. For Unlawful Activity,11
2845,Madhya Pradesh,2008,12. For Unlawful Activity,16
2846,Maharashtra,2008,12. For Unlawful Activity,30
2847,Manipur,2008,12. For Unlawful Activity,7
2848,Meghalaya,2008,12. For Unlawful Activity,0
2849,Mizoram,2008,12. For Unlawful Activity,0
2850,Nagaland,2008,12. For Unlawful Activity,1
2851,Odisha,2008,12. For Unlawful Activity,45
2852,Puducherry,2008,12. For Unlawful Activity,4
2853,Rajasthan,2008,12. For Unlawful Activity,0
2854,Tamil Nadu,2008,12. For Unlawful Activity,17
2855,West Bengal,2008,12. For Unlawful Activity,26
2856,Andhra Pradesh,2009,12. For Unlawful Activity,93
2857,Arunachal Pradesh,2009,12. For Unlawful Activity,0
2858,Assam,2009,12. For Unlawful Activity,16
2859,Bihar,2009,12. For Unlawful Activity,379
2860,Chandigarh,2009,12. For Unlawful Activity,0
2861,Chhattisgarh,2009,12. For Unlawful Activity,0
2862,Delhi,2009,12. For Unlawful Activity,9
2863,Gujarat,2009,12. For Unlawful Activity,49
2864,Haryana,2009,12. For Unlawful Activity,25
2865,Himachal Pradesh,2009,12. For Unlawful Activity,0
2866,Jammu & Kashmir,2009,12. For Unlawful Activity,1
2867,Karnataka,2009,12. For Unlawful Activity,49
2868,Kerala,2009,12. For Unlawful Activity,11
2869,Madhya Pradesh,2009,12. For Unlawful Activity,12
2870,Maharashtra,2009,12. For Unlawful Activity,22
2871,Manipur,2009,12. For Unlawful Activity,0
2872,Meghalaya,2009,12. For Unlawful Activity,0
2873,Nagaland,2009,12. For Unlawful Activity,0
2874,Odisha,2009,12. For Unlawful Activity,29
2875,Puducherry,2009,12. For Unlawful Activity,2
2876,Punjab,2009,12. For Unlawful Activity,5
2877,Rajasthan,2009,12. For Unlawful Activity,7
2878,Sikkim,2009,12. For Unlawful Activity,2
2879,Tamil Nadu,2009,12. For Unlawful Activity,20
2880,West Bengal,2009,12. For Unlawful Activity,86
2881,Andhra Pradesh,2010,12. For Unlawful Activity,104
2882,Arunachal Pradesh,2010,12. For Unlawful Activity,0
2883,Assam,2010,12. For Unlawful Activity,29
2884,Bihar,2010,12. For Unlawful Activity,250
2885,Chhattisgarh,2010,12. For Unlawful Activity,0
2886,Delhi,2010,12. For Unlawful Activity,10
2887,Goa,2010,12. For Unlawful Activity,1
2888,Gujarat,2010,12. For Unlawful Activity,25
2889,Haryana,2010,12. For Unlawful Activity,42
2890,Himachal Pradesh,2010,12. For Unlawful Activity,0
2891,Jammu & Kashmir,2010,12. For Unlawful Activity,1
2892,Jharkhand,2010,12. For Unlawful Activity,25
2893,Karnataka,2010,12. For Unlawful Activity,75
2894,Kerala,2010,12. For Unlawful Activity,0
2895,Madhya Pradesh,2010,12. For Unlawful Activity,1
2896,Maharashtra,2010,12. For Unlawful Activity,17
2897,Manipur,2010,12. For Unlawful Activity,1
2898,Meghalaya,2010,12. For Unlawful Activity,0
2899,Mizoram,2010,12. For Unlawful Activity,0
2900,Nagaland,2010,12. For Unlawful Activity,0
